3.0,8.0,8.69897,9.0,9.69897,10.0,10.69897,11.0
04.00,-23.110,-23.092,-23.087,-23.084,-23.085,-23.087,-23.088
04.05,-22.677,-22.647,-22.639,-22.634,-22.634,-22.635,-22.636
04.10,-22.275,-22.237,-22.229,-22.222,-22.222,-22.223,-22.223
04.15,-21.943,-21.903,-21.895,-21.889,-21.888,-21.889,-21.889
04.20,-21.756,-21.718,-21.711,-21.706,-21.705,-21.706,-21.706
04.25,-21.732,-21.699,-21.693,-21.690,-21.690,-21.691,-21.691
04.30,-21.800,-21.773,-21.769,-21.767,-21.768,-21.771,-21.772
04.35,-21.885,-21.865,-21.862,-21.864,-21.866,-21.870,-21.872
04.40,-21.944,-21.930,-21.929,-21.933,-21.936,-21.943,-21.946
04.45,-21.956,-21.948,-21.948,-21.954,-21.958,-21.967,-21.971
04.50,-21.936,-21.932,-21.933,-21.940,-21.943,-21.953,-21.958
04.55,-21.900,-21.899,-21.901,-21.908,-21.911,-21.921,-21.926
04.60,-21.854,-21.856,-21.858,-21.866,-21.870,-21.880,-21.886
04.65,-21.794,-21.799,-21.802,-21.812,-21.817,-21.827,-21.833
04.70,-21.717,-21.723,-21.726,-21.738,-21.743,-21.754,-21.759
04.75,-21.627,-21.633,-21.637,-21.649,-21.653,-21.662,-21.667
04.80,-21.535,-21.541,-21.544,-21.555,-21.559,-21.565,-21.568
04.85,-21.459,-21.464,-21.468,-21.477,-21.480,-21.483,-21.485
04.90,-21.419,-21.424,-21.428,-21.436,-21.438,-21.440,-21.441
04.95,-21.400,-21.406,-21.409,-21.417,-21.419,-21.422,-21.423
05.00,-21.390,-21.395,-21.397,-21.405,-21.407,-21.411,-21.414
05.05,-21.402,-21.406,-21.408,-21.414,-21.416,-21.422,-21.426
05.10,-21.420,-21.424,-21.425,-21.429,-21.431,-21.440,-21.445
05.15,-21.414,-21.417,-21.418,-21.421,-21.424,-21.435,-21.442
05.20,-21.391,-21.393,-21.394,-21.397,-21.400,-21.413,-21.421
05.25,-21.369,-21.372,-21.372,-21.375,-21.378,-21.391,-21.400
05.30,-21.357,-21.360,-21.360,-21.363,-21.365,-21.378,-21.387
05.35,-21.348,-21.350,-21.351,-21.354,-21.356,-21.368,-21.377
05.40,-21.348,-21.350,-21.351,-21.353,-21.355,-21.365,-21.374
05.45,-21.386,-21.388,-21.389,-21.391,-21.393,-21.401,-21.408
05.50,-21.472,-21.474,-21.475,-21.477,-21.478,-21.484,-21.488
05.55,-21.546,-21.548,-21.549,-21.551,-21.552,-21.555,-21.557
05.60,-21.567,-21.569,-21.570,-21.573,-21.574,-21.576,-21.577
05.65,-21.550,-21.552,-21.553,-21.556,-21.557,-21.559,-21.559
05.70,-21.521,-21.522,-21.523,-21.526,-21.527,-21.529,-21.530
05.75,-21.494,-21.496,-21.497,-21.500,-21.501,-21.503,-21.504
05.80,-21.477,-21.479,-21.480,-21.483,-21.484,-21.487,-21.487
05.85,-21.461,-21.463,-21.464,-21.468,-21.470,-21.473,-21.473
05.90,-21.444,-21.447,-21.448,-21.452,-21.454,-21.458,-21.458
05.95,-21.432,-21.434,-21.436,-21.440,-21.442,-21.446,-21.447
06.00,-21.431,-21.433,-21.435,-21.439,-21.441,-21.445,-21.446
06.05,-21.443,-21.446,-21.447,-21.451,-21.453,-21.457,-21.458
06.10,-21.464,-21.465,-21.467,-21.470,-21.472,-21.475,-21.476
06.15,-21.488,-21.489,-21.490,-21.493,-21.495,-21.497,-21.498
06.20,-21.522,-21.523,-21.524,-21.526,-21.527,-21.529,-21.530
06.25,-21.576,-21.577,-21.577,-21.580,-21.581,-21.582,-21.583
06.30,-21.662,-21.663,-21.664,-21.666,-21.667,-21.668,-21.669
06.35,-21.782,-21.783,-21.784,-21.786,-21.787,-21.788,-21.788
06.40,-21.911,-21.912,-21.912,-21.914,-21.915,-21.916,-21.916
06.45,-22.024,-22.024,-22.024,-22.025,-22.026,-22.027,-22.028
06.50,-22.108,-22.109,-22.109,-22.110,-22.110,-22.111,-22.111
06.55,-22.163,-22.163,-22.163,-22.164,-22.164,-22.165,-22.165
06.60,-22.191,-22.191,-22.191,-22.191,-22.191,-22.192,-22.192
06.65,-22.198,-22.198,-22.198,-22.199,-22.199,-22.199,-22.199
06.70,-22.193,-22.193,-22.193,-22.193,-22.193,-22.193,-22.193
06.75,-22.180,-22.180,-22.180,-22.180,-22.180,-22.181,-22.181
06.80,-22.166,-22.166,-22.166,-22.166,-22.166,-22.166,-22.166
06.85,-22.152,-22.152,-22.152,-22.152,-22.152,-22.152,-22.152
06.90,-22.145,-22.145,-22.145,-22.145,-22.145,-22.145,-22.145
06.95,-22.147,-22.147,-22.147,-22.148,-22.148,-22.148,-22.148
07.00,-22.164,-22.164,-22.164,-22.164,-22.164,-22.164,-22.164
07.05,-22.198,-22.198,-22.198,-22.198,-22.198,-22.198,-22.198
07.10,-22.255,-22.255,-22.255,-22.255,-22.255,-22.255,-22.255
07.15,-22.330,-22.330,-22.330,-22.330,-22.330,-22.330,-22.330
07.20,-22.411,-22.411,-22.411,-22.411,-22.411,-22.411,-22.411
07.25,-22.484,-22.484,-22.484,-22.484,-22.484,-22.484,-22.484
07.30,-22.541,-22.541,-22.541,-22.541,-22.541,-22.541,-22.541
07.35,-22.582,-22.582,-22.582,-22.582,-22.582,-22.582,-22.582
07.40,-22.609,-22.609,-22.609,-22.609,-22.609,-22.609,-22.609
07.45,-22.624,-22.624,-22.624,-22.624,-22.624,-22.624,-22.624
