2.0,8.0,8.69897,9.0,9.69897,10.0,10.69897,11.0
04.00,-23.199,-23.175,-23.169,-23.164,-23.165,-23.166,-23.167
04.05,-22.741,-22.705,-22.696,-22.690,-22.689,-22.690,-22.690
04.10,-22.318,-22.276,-22.267,-22.259,-22.259,-22.259,-22.259
04.15,-21.974,-21.931,-21.923,-21.915,-21.915,-21.915,-21.915
04.20,-21.783,-21.743,-21.735,-21.729,-21.729,-21.729,-21.729
04.25,-21.761,-21.726,-21.719,-21.715,-21.715,-21.716,-21.716
04.30,-21.832,-21.803,-21.798,-21.796,-21.797,-21.799,-21.800
04.35,-21.923,-21.900,-21.897,-21.898,-21.900,-21.903,-21.904
04.40,-21.988,-21.972,-21.970,-21.974,-21.977,-21.983,-21.985
04.45,-22.009,-21.999,-21.999,-22.005,-22.009,-22.016,-22.019
04.50,-21.998,-21.993,-21.994,-22.001,-22.005,-22.013,-22.017
04.55,-21.969,-21.968,-21.969,-21.978,-21.982,-21.991,-21.995
04.60,-21.925,-21.927,-21.930,-21.939,-21.944,-21.954,-21.958
04.65,-21.863,-21.868,-21.872,-21.884,-21.889,-21.899,-21.904
04.70,-21.783,-21.789,-21.793,-21.806,-21.812,-21.822,-21.827
04.75,-21.688,-21.695,-21.699,-21.712,-21.717,-21.726,-21.730
04.80,-21.589,-21.595,-21.599,-21.611,-21.615,-21.621,-21.624
04.85,-21.503,-21.508,-21.512,-21.522,-21.525,-21.527,-21.529
04.90,-21.447,-21.453,-21.456,-21.465,-21.467,-21.468,-21.469
04.95,-21.415,-21.420,-21.423,-21.432,-21.434,-21.436,-21.437
05.00,-21.397,-21.402,-21.405,-21.412,-21.414,-21.418,-21.421
05.05,-21.408,-21.411,-21.413,-21.418,-21.420,-21.427,-21.430
05.10,-21.426,-21.429,-21.430,-21.433,-21.435,-21.444,-21.450
05.15,-21.420,-21.423,-21.424,-21.427,-21.429,-21.440,-21.447
05.20,-21.398,-21.400,-21.401,-21.404,-21.407,-21.419,-21.428
05.25,-21.378,-21.380,-21.381,-21.383,-21.386,-21.399,-21.408
05.30,-21.368,-21.370,-21.371,-21.373,-21.376,-21.389,-21.398
05.35,-21.362,-21.364,-21.365,-21.367,-21.369,-21.382,-21.391
05.40,-21.367,-21.368,-21.369,-21.371,-21.373,-21.384,-21.393
05.45,-21.414,-21.416,-21.416,-21.418,-21.420,-21.428,-21.435
05.50,-21.517,-21.518,-21.519,-21.521,-21.522,-21.528,-21.532
05.55,-21.616,-21.617,-21.618,-21.620,-21.621,-21.624,-21.627
05.60,-21.661,-21.662,-21.663,-21.665,-21.666,-21.668,-21.670
