1.5,8.0,8.69897,9.0,9.69897,10.0,10.69897,11.0
04.00,-23.249,-23.220,-23.213,-23.208,-23.208,-23.209,-23.210
04.05,-22.775,-22.735,-22.726,-22.718,-22.718,-22.718,-22.719
04.10,-22.340,-22.296,-22.286,-22.278,-22.277,-22.277,-22.278
04.15,-21.990,-21.945,-21.936,-21.929,-21.928,-21.928,-21.928
04.20,-21.796,-21.755,-21.747,-21.741,-21.740,-21.740,-21.740
04.25,-21.775,-21.739,-21.732,-21.728,-21.728,-21.728,-21.728
04.30,-21.848,-21.818,-21.813,-21.811,-21.811,-21.813,-21.813
04.35,-21.941,-21.917,-21.914,-21.915,-21.916,-21.919,-21.920
04.40,-22.010,-21.993,-21.992,-21.995,-21.998,-22.003,-22.005
04.45,-22.036,-22.025,-22.025,-22.031,-22.035,-22.041,-22.044
04.50,-22.030,-22.025,-22.026,-22.034,-22.037,-22.045,-22.048
04.55,-22.005,-22.004,-22.006,-22.015,-22.019,-22.028,-22.032
04.60,-21.962,-21.965,-21.968,-21.979,-21.983,-21.993,-21.997
04.65,-21.900,-21.905,-21.909,-21.922,-21.927,-21.938,-21.942
04.70,-21.817,-21.824,-21.828,-21.842,-21.848,-21.858,-21.863
04.75,-21.720,-21.727,-21.731,-21.745,-21.751,-21.759,-21.763
04.80,-21.618,-21.624,-21.628,-21.640,-21.645,-21.650,-21.652
04.85,-21.525,-21.531,-21.535,-21.545,-21.548,-21.550,-21.551
04.90,-21.462,-21.467,-21.470,-21.479,-21.481,-21.482,-21.483
04.95,-21.422,-21.427,-21.430,-21.439,-21.441,-21.443,-21.444
05.00,-21.401,-21.405,-21.408,-21.415,-21.417,-21.422,-21.424
05.05,-21.410,-21.414,-21.415,-21.420,-21.422,-21.429,-21.433
05.10,-21.428,-21.431,-21.432,-21.435,-21.438,-21.446,-21.452
05.15,-21.423,-21.425,-21.426,-21.429,-21.432,-21.443,-21.450
05.20,-21.401,-21.403,-21.404,-21.407,-21.410,-21.423,-21.431
05.25,-21.382,-21.384,-21.385,-21.387,-21.390,-21.403,-21.412
05.30,-21.373,-21.375,-21.376,-21.378,-21.381,-21.394,-21.403
05.35,-21.369,-21.371,-21.372,-21.374,-21.376,-21.388,-21.398
05.40,-21.376,-21.377,-21.378,-21.380,-21.382,-21.393,-21.402
05.45,-21.427,-21.429,-21.430,-21.431,-21.433,-21.442,-21.449
05.50,-21.539,-21.541,-21.541,-21.543,-21.544,-21.550,-21.555
05.55,-21.653,-21.654,-21.655,-21.656,-21.657,-21.661,-21.663
05.60,-21.713,-21.714,-21.715,-21.717,-21.718,-21.720,-21.721
05.65,-21.726,-21.728,-21.728,-21.730,-21.731,-21.733,-21.734
05.70,-21.719,-21.721,-21.721,-21.723,-21.724,-21.726,-21.727
05.75,-21.715,-21.716,-21.717,-21.719,-21.720,-21.722,-21.723
05.80,-21.720,-21.722,-21.723,-21.725,-21.727,-21.729,-21.729
05.85,-21.723,-21.725,-21.726,-21.730,-21.731,-21.734,-21.734
